,train_loss,train_dice_scores,val_loss,val_dice_scores
0,1.3122166529778512,"{0: 0.4180264587123548, 1: 0.48272887719494684, 2: 0.03135365862849979, 3: 0.12572891657210647, 4: 0.7579446112917315}",1.1937378272414207,"{0: 0.5784336738288403, 1: 0.6443191431462765, 2: 0.09403094556182623, 3: 0.25397899746894836, 4: 0.9178702346980572}"
1,1.144810878461407,"{0: 0.6955304107358379, 1: 0.7229248198770708, 2: 0.2347175315503151, 3: 0.38327411105555875, 4: 0.9567516667227591}",1.1046594604849815,"{0: 0.7260280326008797, 1: 0.7732217460870743, 2: 0.4371999278664589, 3: 0.5090850610285997, 4: 0.9733599126338959}"
2,1.066029921654732,"{0: 0.8396962554224076, 1: 0.8153238181144961, 2: 0.6214028539196137, 3: 0.5792963841269093, 4: 0.9848977933006902}",1.037986397743225,"{0: 0.8842118941247463, 1: 0.8347695805132389, 2: 0.6939146034419537, 3: 0.6736312173306942, 4: 0.9897672794759274}"
3,1.0136853667997545,"{0: 0.8922119131011348, 1: 0.8488496099748919, 2: 0.712335471184023, 3: 0.6781786718676167, 4: 0.9905723227608588}",0.9996258057653904,"{0: 0.9036761894822121, 1: 0.8368359953165054, 2: 0.693783413618803, 3: 0.6916267909109592, 4: 0.9909335076808929}"
4,0.9832650990255417,"{0: 0.9133072168596329, 1: 0.8682714229629885, 2: 0.7405903695091125, 3: 0.6784151244548059, 4: 0.9920053981965588}",0.9770144335925579,"{0: 0.8932115733623505, 1: 0.8687634915113449, 2: 0.805461797863245, 3: 0.6575013212859631, 4: 0.9910746775567532}"
5,0.9653234135720038,"{0: 0.9298262653812286, 1: 0.8777359800954019, 2: 0.8825252863668627, 3: 0.6915101130162516, 4: 0.993647882053929}",0.9621189832687378,"{0: 0.926298588514328, 1: 0.8913458064198494, 2: 0.884710356593132, 3: 0.7073263637721539, 4: 0.9939384423196316}"
6,0.9548594326742234,"{0: 0.9251002698175369, 1: 0.8869679281788487, 2: 0.9003748191941169, 3: 0.7069187702671174, 4: 0.9937031845892629}",0.953157864511013,"{0: 0.920845802873373, 1: 0.891969408839941, 2: 0.8983789794147015, 3: 0.6953745186328888, 4: 0.9936092458665371}"
7,0.9468693089100623,"{0: 0.9371248425975922, 1: 0.8914412798420075, 2: 0.9084434989959963, 3: 0.7138068791358702, 4: 0.994398771755157}",0.946018885821104,"{0: 0.9330085180699825, 1: 0.8942165225744247, 2: 0.902644582092762, 3: 0.7214667238295078, 4: 0.9944674409925938}"
8,0.9411620468862595,"{0: 0.937445992423642, 1: 0.9008183354331601, 2: 0.9228116398857485, 3: 0.7441804014867351, 4: 0.99453188719288}",0.9410532973706722,"{0: 0.9393181651830673, 1: 0.8919307515025139, 2: 0.9061115719377995, 3: 0.7348585985600948, 4: 0.9943872019648552}"
9,0.9360409648187699,"{0: 0.9403204216111091, 1: 0.9047093343350195, 2: 0.9284611305882854, 3: 0.7533691717732337, 4: 0.9946767562820066}",0.9382660575211048,"{0: 0.9278213158249855, 1: 0.9105392172932625, 2: 0.9080505706369877, 3: 0.7483107000589371, 4: 0.994336549192667}"
10,0.932808808742031,"{0: 0.9415029335406518, 1: 0.910040961157891, 2: 0.9336508079882591, 3: 0.762417717326072, 4: 0.9948356459217687}",0.9362166710197926,"{0: 0.949178222566843, 1: 0.9024005346000195, 2: 0.915804173797369, 3: 0.7343967035412788, 4: 0.9950195550918579}"
11,0.930305673230079,"{0: 0.9461856051798789, 1: 0.9121274534733065, 2: 0.9351484314087899, 3: 0.7644908831965539, 4: 0.9951041677305775}",0.9348842464387417,"{0: 0.9449209608137608, 1: 0.907263770699501, 2: 0.916015088558197, 3: 0.741461768746376, 4: 0.994918379932642}"
12,0.9280489048650188,"{0: 0.9447531277133573, 1: 0.9146039245590087, 2: 0.9383212693275944, 3: 0.7705983798350057, 4: 0.9950744807720184}",0.9325830303132534,"{0: 0.9502989649772644, 1: 0.8820367120206356, 2: 0.9108105860650539, 3: 0.7532272823154926, 4: 0.9948563389480114}"
13,0.92644848169819,"{0: 0.945230875284441, 1: 0.9171202355815519, 2: 0.9401545168892029, 3: 0.7750577022952418, 4: 0.9951491221304862}",0.9301178976893425,"{0: 0.9377478286623955, 1: 0.9025862291455269, 2: 0.9212784767150879, 3: 0.7440135143697262, 4: 0.9944394379854202}"
14,0.9248174900008787,"{0: 0.9514172067565303, 1: 0.9203592154287523, 2: 0.9424751583606966, 3: 0.7776484027985604, 4: 0.995496274963502}",0.9287978932261467,"{0: 0.946624830365181, 1: 0.9101567007601261, 2: 0.9199082218110561, 3: 0.7527765706181526, 4: 0.9951533600687981}"
15,0.9230032322868225,"{0: 0.9562095768990055, 1: 0.923302153425832, 2: 0.945409006649448, 3: 0.7875482468835769, 4: 0.995815098285675}",0.9274688921868801,"{0: 0.9484513662755489, 1: 0.90470065549016, 2: 0.923685722053051, 3: 0.7685301266610622, 4: 0.9952244274318218}"
16,0.9223606451865165,"{0: 0.9534641888833815, 1: 0.9254301680672553, 2: 0.9460865932126199, 3: 0.7902850239507614, 4: 0.9957160247910407}",0.9304271601140499,"{0: 0.875531267374754, 1: 0.9170661829411983, 2: 0.9244451448321342, 3: 0.7682257257401943, 4: 0.9919037893414497}"
17,0.9213719666004181,"{0: 0.957615545680446, 1: 0.9277080076356088, 2: 0.9462909112053532, 3: 0.7931463256958993, 4: 0.9959736485635081}",0.9267362579703331,"{0: 0.9511750787496567, 1: 0.8974231891334057, 2: 0.92360520362854, 3: 0.7651290632784367, 4: 0.9951999261975288}"
18,0.920329128542254,"{0: 0.960466351239912, 1: 0.9277693994583622, 2: 0.9505078398412273, 3: 0.7979411204015056, 4: 0.9961005939591315}",0.9257564283907413,"{0: 0.9457703270018101, 1: 0.9164831079542637, 2: 0.9261093735694885, 3: 0.7534750699996948, 4: 0.9951918199658394}"
19,0.9198922514915466,"{0: 0.9567488335794018, 1: 0.9300456604649944, 2: 0.9511169416289176, 3: 0.802035593217419, 4: 0.99598854203378}",0.9255675338208675,"{0: 0.9476604871451855, 1: 0.9149285703897476, 2: 0.9175921194255352, 3: 0.7591541633009911, 4: 0.9953551106154919}"
